0.000000000000000000e+00,3.799999999999999906e-02
5.000000000000000000e+00,6.169999999999999790e-02
1.000000000000000000e+01,1.789999999999999925e-01
1.500000000000000000e+01,4.199999999999999845e-01
2.000000000000000000e+01,6.520000000000000240e-01
2.500000000000000000e+01,9.370000000000000551e-01
3.000000000000000000e+01,1.179999999999999938e+00
3.500000000000000000e+01,1.360000000000000098e+00
4.000000000000000000e+01,1.449999999999999956e+00
4.500000000000000000e+01,1.459999999999999964e+00
5.000000000000000000e+01,1.439999999999999947e+00
5.500000000000000000e+01,1.280000000000000027e+00
6.000000000000000000e+01,1.040000000000000036e+00
6.500000000000000000e+01,8.120000000000000551e-01
7.000000000000000000e+01,4.989999999999999991e-01
7.500000000000000000e+01,2.790000000000000258e-01
8.000000000000000000e+01,1.100000000000000006e-01
8.500000000000000000e+01,2.690000000000000030e-02
9.000000000000000000e+01,3.339999999999999913e-02
9.500000000000000000e+01,1.140000000000000041e-01
1.000000000000000000e+02,3.230000000000000093e-01
1.050000000000000000e+02,5.130000000000000115e-01
1.100000000000000000e+02,7.740000000000000213e-01
1.150000000000000000e+02,1.090000000000000080e+00
1.200000000000000000e+02,1.270000000000000018e+00
1.250000000000000000e+02,1.419999999999999929e+00
1.300000000000000000e+02,1.419999999999999929e+00
1.350000000000000000e+02,1.469999999999999973e+00
1.400000000000000000e+02,1.330000000000000071e+00
1.450000000000000000e+02,1.159999999999999920e+00
1.500000000000000000e+02,8.479999999999999760e-01
1.550000000000000000e+02,6.500000000000000222e-01
1.600000000000000000e+02,4.169999999999999818e-01
1.650000000000000000e+02,1.749999999999999889e-01
1.700000000000000000e+02,1.239999999999999991e-01
1.750000000000000000e+02,5.340000000000000302e-02
